1749189864.727614,0
1749189864.840758,6
1749189864.953059,13
1749189865.058610,20
1749189865.163311,30
1749189865.272177,35
1749189865.377178,45
1749189865.484447,49
1749189865.602235,56
1749189865.712688,64
1749189865.831052,72
1749189865.947263,79
1749189866.079257,88
1749189866.184529,96
1749189866.294214,100
1749189866.404775,100
1749189866.511161,100
1749189866.617969,100
1749189866.751232,100
1749189866.860687,100
1749189866.967240,99
1749189867.089824,100
1749189867.199645,99
1749189867.317048,100
1749189867.437711,100
1749189867.559015,100
1749189867.667277,100
1749189867.783607,99
1749189867.900226,99
1749189868.008745,99
1749189868.112652,98
1749189868.218247,99
1749189868.330045,98
1749189868.434615,97
1749189868.543640,98
1749189868.650638,98
1749189868.771494,99
1749189868.880158,100
1749189868.990393,100
1749189869.099322,100
1749189869.209467,99
1749189869.331923,99
1749189869.436235,99
1749189869.549528,99
1749189869.665484,98
1749189869.770196,98
1749189869.885972,98
1749189869.990805,99
1749189870.111080,99
1749189870.227067,99
1749189870.346460,98
1749189870.453202,98
1749189870.561892,97
1749189870.673203,97
1749189870.776785,96
1749189870.881640,95
1749189870.992365,96
1749189871.123744,96
1749189871.229828,95
1749189871.334585,96
1749189871.456884,97
1749189871.561713,98
1749189871.666522,98
1749189871.772161,99
1749189871.887849,99
1749189871.993462,100
1749189872.098339,99
1749189872.205524,97
1749189872.311272,94
1749189872.435830,90
1749189872.554384,89
1749189872.659555,89
1749189872.771881,90
1749189872.888577,90
1749189872.994648,89
1749189873.099341,87
1749189873.205443,84
1749189873.313754,80
1749189873.424852,76
1749189873.535441,79
1749189873.641770,84
1749189873.750003,88
1749189873.855873,89
1749189873.974582,86
1749189874.084322,85
1749189874.198148,84
1749189874.306978,84
1749189874.428782,85
1749189874.542430,85
1749189874.652086,86
1749189874.762806,85
1749189874.889083,81
1749189874.996490,77
1749189875.103250,76
1749189875.208668,74
1749189875.328770,70
1749189875.439749,70
1749189875.556510,70
1749189875.664724,70
1749189875.776790,70
1749189875.890936,69
1749189875.997332,68
1749189876.102175,66
1749189876.203754,65
1749189876.310445,67
1749189876.416602,68
1749189876.522774,68
1749189876.636854,69
1749189876.743844,66
1749189876.856705,67
1749189876.967742,66
1749189877.077006,69
1749189877.183515,68
1749189877.289803,66
1749189877.406645,67
1749189877.511273,66
1749189877.616150,66
1749189877.732037,66
1749189877.838294,65
1749189877.955050,64
1749189878.069691,64
1749189878.176208,63
1749189878.295127,65
1749189878.416456,65
1749189878.533030,64
1749189878.645684,65
1749189878.757346,64
1749189878.877197,64
1749189878.989230,64
1749189879.106981,64
1749189879.217417,64
1749189879.327875,64
1749189879.433049,64
1749189879.542225,64
1749189879.649493,64
1749189879.768284,65
1749189879.878453,65
1749189879.983452,66
1749189880.091373,67
1749189880.206558,66
1749189880.311601,66
1749189880.425447,66
1749189880.545317,66
1749189880.652123,67
1749189880.759605,68
1749189880.876398,67
1749189881.009089,67
1749189881.115348,68
1749189881.233980,67
1749189881.338139,67
1749189881.441160,67
1749189881.559761,67
1749189881.666963,67
1749189881.790623,67
1749189881.907187,68
1749189882.019249,67
1749189882.134273,68
1749189882.245085,68
1749189882.350136,68
1749189882.457218,68
1749189882.577351,68
1749189882.682148,68
1749189882.788364,67
1749189882.897156,69
1749189883.004153,69
1749189883.120754,69
1749189883.225556,69
1749189883.335414,69
1749189883.441885,69
1749189883.548479,69
1749189883.662519,68
1749189883.768609,64
1749189883.880520,62
1749189883.985245,62
1749189884.091347,62
1749189884.196308,63
1749189884.301662,62
1749189884.406317,62
1749189884.529792,63
1749189884.642797,63
1749189884.756375,62
1749189884.871691,63
1749189884.986857,64
1749189885.095266,63
1749189885.208546,63
1749189885.320237,64
1749189885.425169,63
1749189885.534665,69
1749189885.637805,69
1749189885.751160,69
1749189885.856774,68
1749189885.969085,69
1749189886.074169,69
1749189886.203187,70
1749189886.316802,70
1749189886.431495,71
1749189886.559609,71
1749189886.667436,71
1749189886.773768,71
1749189886.892313,69
1749189886.997397,70
1749189887.104568,70
1749189887.224466,70
1749189887.335464,71
1749189887.458660,71
1749189887.575694,70
1749189887.689011,70
1749189887.806201,69
1749189887.911016,69
1749189888.025311,69
1749189888.138293,69
1749189888.253547,69
1749189888.367581,70
1749189888.496052,70
1749189888.600829,70
1749189888.721382,71
1749189888.838541,71
1749189888.957093,70
1749189889.077637,71
1749189889.191993,71
1749189889.309057,69
1749189889.422794,70
1749189889.531434,70
1749189889.644503,70
1749189889.751993,70
1749189889.871236,71
1749189889.981719,71
1749189890.092742,71
1749189890.209025,72
1749189890.322927,71
1749189890.429308,72
1749189890.548495,71
1749189890.653367,73
1749189890.757298,73
1749189890.862407,73
1749189890.975945,73
1749189891.090157,73
1749189891.195127,74
1749189891.308058,74
1749189891.412967,73
1749189891.543050,75
1749189891.647669,75
1749189891.759239,74
1749189891.868865,73
1749189891.980760,75
1749189892.085595,75
1749189892.192233,75
1749189892.301112,75
1749189892.406027,75
1749189892.520730,76
1749189892.638678,75
1749189892.752499,76
1749189892.857497,76
1749189892.970864,75
1749189893.076322,75
1749189893.195545,75
1749189893.313383,75
1749189893.425335,74
1749189893.529957,74
1749189893.634851,75
1749189893.742289,75
1749189893.846890,74
1749189893.984820,75
1749189894.097131,75
1749189894.205865,75
1749189894.312406,76
1749189894.424194,76
1749189894.535634,70
1749189894.640378,69
1749189894.776817,69
1749189894.890734,69
1749189894.995994,69
1749189895.119923,69
1749189895.234463,70
1749189895.356482,69
1749189895.471565,70
1749189895.586502,70
1749189895.706533,74
1749189895.811202,74
1749189895.917487,73
1749189896.025302,74
1749189896.137275,74
1749189896.250887,74
1749189896.369359,74
1749189896.478796,73
1749189896.592149,74
1749189896.703885,75
1749189896.810120,74
1749189896.929615,76
1749189897.043998,76
1749189897.149775,76
1749189897.257508,77
1749189897.398618,77
1749189897.504169,77
1749189897.637142,77
1749189897.738914,77
1749189897.841622,77
1749189897.952499,77
1749189898.065117,77
1749189898.176220,76
1749189898.287913,78
1749189898.389508,78
1749189898.495543,78
1749189898.603223,78
1749189898.709317,78
1749189898.820247,79
1749189898.935221,79
1749189899.044853,79
1749189899.150003,79
1749189899.255071,79
1749189899.362100,78
1749189899.476578,78
1749189899.581541,78
1749189899.686337,78
1749189899.797313,78
1749189899.903768,77
1749189900.023528,77
1749189900.150373,77
1749189900.255611,79
1749189900.360781,78
1749189900.473992,79
1749189900.584701,78
1749189900.693672,78
1749189900.806340,79
1749189900.924155,77
1749189901.050123,78
1749189901.163046,78
1749189901.288281,78
1749189901.404626,80
1749189901.533544,80
1749189901.643434,79
1749189901.751447,80
1749189901.858552,80
1749189901.983562,80
1749189902.088823,80
1749189902.194644,81
1749189902.300842,81
1749189902.406698,81
1749189902.544557,80
1749189902.650912,80
1749189902.780082,80
1749189902.886171,81
1749189903.004261,82
1749189903.121133,83
1749189903.226565,83
1749189903.332246,83
1749189903.450166,84
1749189903.555081,84
1749189903.667284,84
1749189903.772893,82
1749189903.889333,83
1749189903.994622,82
1749189904.113479,83
1749189904.225840,81
1749189904.331203,83
1749189904.436270,83
1749189904.541553,82
1749189904.647193,81
1749189904.788888,81
1749189904.896104,83
1749189905.005040,82
1749189905.111627,82
1749189905.217899,83
1749189905.326966,82
1749189905.435412,84
1749189905.540473,84
1749189905.655093,78
1749189905.764830,76
1749189905.875533,78
1749189905.986794,78
1749189906.092726,77
1749189906.210722,76
1749189906.324301,76
1749189906.447938,77
1749189906.564867,77
1749189906.675983,76
1749189906.792151,74
1749189906.905968,82
1749189907.023303,82
1749189907.130633,83
1749189907.251064,83
1749189907.361588,83
1749189907.472637,83
1749189907.578975,84
1749189907.695700,84
1749189907.811283,83
1749189907.922557,81
1749189908.041517,83
1749189908.146435,82
1749189908.256482,82
1749189908.366888,83
1749189908.485360,83
1749189908.597044,82
1749189908.705274,83
1749189908.813122,83
1749189908.921067,85
1749189909.039308,83
1749189909.151207,83
1749189909.256455,82
1749189909.369995,83
1749189909.485671,83
1749189909.594427,84
1749189909.702986,84
1749189909.809273,84
1749189909.915719,84
1749189910.027686,83
1749189910.143870,83
1749189910.251106,85
1749189910.356878,85
1749189910.462144,85
1749189910.569763,85
1749189910.675959,85
1749189910.784095,84
1749189910.892331,86
1749189910.997595,85
1749189911.115228,85
1749189911.226137,85
1749189911.338224,85
1749189911.444455,86
1749189911.556257,86
1749189911.661370,86
1749189911.770064,86
1749189911.875123,87
1749189911.984434,85
1749189912.104199,86
1749189912.218569,86
1749189912.325147,87
1749189912.443607,86
1749189912.561159,88
1749189912.675261,87
1749189912.785929,88
1749189912.898106,88
1749189913.009624,88
1749189913.124428,88
1749189913.230439,88
1749189913.342252,88
1749189913.471266,89
1749189913.586830,89
1749189913.704650,89
1749189913.819745,89
1749189913.925849,90
1749189914.036746,90
1749189914.155868,89
1749189914.274635,89
1749189914.383337,89
1749189914.504248,89
1749189914.636758,90
1749189914.742429,89
1749189914.862817,89
1749189914.970031,89
1749189915.079212,89
1749189915.185050,90
1749189915.292073,89
1749189915.405618,90
1749189915.510523,91
1749189915.620356,90
1749189915.728518,90
1749189915.834972,89
1749189915.945698,90
1749189916.051049,88
1749189916.159559,89
1749189916.273422,90
1749189916.405763,90
1749189916.527472,89
1749189916.633360,88
1749189916.742875,89
1749189916.847714,89
1749189916.964979,90
1749189917.084016,91
1749189917.201179,90
1749189917.320610,87
1749189917.425497,82
1749189917.541174,81
1749189917.645738,79
1749189917.763175,79
1749189917.871913,78
1749189917.992273,78
1749189918.097846,77
1749189918.228152,79
1749189918.360145,79
1749189918.475836,79
1749189918.585219,81
1749189918.706649,85
