1748816917.240163,0
1748816917.354306,9
1748816917.456223,12
1748816917.572528,10
1748816917.682914,10
1748816917.794295,10
1748816917.898128,11
1748816918.009455,4
1748816918.134859,4
1748816918.244235,4
1748816918.364754,5
1748816918.481177,12
1748816918.590382,19
1748816918.699110,19
1748816918.802423,19
1748816918.909443,19
1748816919.025268,19
1748816919.140390,17
1748816919.262960,20
1748816919.371773,19
1748816919.486083,20
1748816919.610143,20
1748816919.721822,19
1748816919.839299,17
1748816919.944510,16
1748816920.051137,16
1748816920.163982,13
1748816920.274151,12
1748816920.393931,11
1748816920.499941,17
1748816920.623306,14
1748816920.731297,20
1748816920.845893,20
1748816920.955163,20
1748816921.061235,19
1748816921.166480,20
1748816921.288119,19
1748816921.406006,20
1748816921.513998,20
1748816921.624541,20
1748816921.727899,19
1748816921.845811,20
1748816921.951120,20
1748816922.060788,18
1748816922.166794,16
1748816922.285762,16
1748816922.407524,10
1748816922.524824,11
1748816922.647694,15
1748816922.754109,17
1748816922.864103,19
1748816922.970087,20
1748816923.093427,20
1748816923.208346,19
1748816923.315322,19
1748816923.422032,20
1748816923.527134,20
1748816923.632758,16
1748816923.737894,12
1748816923.844297,17
1748816923.949747,20
1748816924.055623,19
1748816924.163334,18
1748816924.288622,17
1748816924.399724,18
1748816924.505710,16
1748816924.614379,13
1748816924.725657,9
1748816924.832602,10
1748816924.939184,7
1748816925.058229,5
1748816925.185388,6
1748816925.297048,4
1748816925.403806,4
1748816925.511539,1
1748816925.626711,1
1748816925.733152,3
1748816925.846914,3
1748816925.959031,3
1748816926.064783,4
1748816926.174663,5
1748816926.297014,5
1748816926.403408,5
1748816926.513236,6
1748816926.621848,7
1748816926.731315,7
1748816926.837027,10
1748816926.955806,8
1748816927.069606,9
1748816927.198651,10
1748816927.305648,6
1748816927.415291,2
1748816927.531751,2
1748816927.636753,2
1748816927.747377,4
1748816927.855765,4
1748816927.960828,5
1748816928.077357,7
1748816928.193715,7
1748816928.299527,9
1748816928.408274,9
1748816928.514796,10
1748816928.639091,10
1748816928.748253,10
1748816928.855382,10
1748816928.976470,9
1748816929.090317,10
1748816929.201370,10
1748816929.311806,8
1748816929.420814,10
1748816929.526461,7
1748816929.640352,8
